City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
348,bhimunipatnam,17.8833,83.4333,17.73,78,38,1.79,IN,2023-02-05
349,nhulunbuy,-12.2333,136.7667,30.34,70,40,3.6,AU,2023-02-05
350,clyde river,70.4692,-68.5914,-28.87,69,0,6.17,CA,2023-02-05
351,aklavik,68.2191,-135.0107,-38.56,99,45,1.25,CA,2023-02-05
352,salinopolis,-0.6136,-47.3561,25.27,89,100,4.34,BR,2023-02-05
353,takoradi,4.8845,-1.7554,26.67,87,100,4.61,GH,2023-02-05
354,sambava,-14.2667,50.1667,24.02,89,99,2.16,MG,2023-02-05
355,isla mujeres,21.2311,-86.731,25.09,78,4,3.41,MX,2023-02-05
356,viedma,-40.8135,-62.9967,23.64,42,30,7.04,AR,2023-02-05
357,amposta,40.7131,0.581,7.35,71,1,3.68,ES,2023-02-05
358,arman,59.7,150.1667,-24.04,80,95,3.7,RU,2023-02-05
359,sarangarh,21.6,83.0833,14.92,29,0,0.16,IN,2023-02-05
360,kenai,60.5544,-151.2583,-2.14,76,100,15.95,US,2023-02-05
361,kulhudhuffushi,6.6221,73.07,26.59,75,42,0.94,MV,2023-02-05
362,serik,36.9169,31.0989,5.42,90,98,2.95,TR,2023-02-05
363,pilar,-9.5972,-35.9567,25.96,88,22,1.93,BR,2023-02-05
364,kendal,54.3268,-2.7476,1.17,82,54,1.11,GB,2023-02-05
365,yar-sale,66.8333,70.8333,-27.65,100,67,0.49,RU,2023-02-05
366,gavle,60.6745,17.1417,-1.16,70,39,3.87,SE,2023-02-05
367,daitari,21.1,85.75,13.92,58,2,1.03,IN,2023-02-05
368,makuyuni,-4.7333,38.1,21.63,85,33,0.05,TZ,2023-02-05
369,itaituba,-4.2761,-55.9836,23.18,98,59,0.56,BR,2023-02-05
370,jalu,29.0331,21.5482,10.97,50,16,5.48,LY,2023-02-05
371,marquette,46.5333,-87.6335,-8.15,82,100,1.34,US,2023-02-05
372,jacareacanga,-6.2222,-57.7528,23.46,95,77,0.49,BR,2023-02-05
373,indianola,41.3581,-93.5574,3.89,72,5,1.98,US,2023-02-05
374,sitka,57.0531,-135.33,5.94,61,100,7.72,US,2023-02-05
375,bilma,18.6853,12.9164,18.05,10,5,6.71,NE,2023-02-05
376,marsh harbour,26.5412,-77.0636,23.65,81,67,8.45,BS,2023-02-05
377,awbari,26.5921,12.7805,9.74,48,1,2.62,LY,2023-02-05
378,corralillo,22.9819,-80.5856,23.61,80,3,3.13,CU,2023-02-05
379,tual,-5.6667,132.75,26.86,82,100,9.01,ID,2023-02-05
380,constitucion,-35.3333,-72.4167,15.06,93,16,2.55,CL,2023-02-05
381,padrauna,26.9025,83.9819,10.92,78,0,2.29,IN,2023-02-05
382,cedar city,37.6775,-113.0619,-1.46,93,100,4.12,US,2023-02-05
383,grootfontein,-19.5667,18.1167,17.56,87,100,5.43,NA,2023-02-05
384,terrell,32.736,-96.2753,20.88,60,0,5.14,US,2023-02-05
385,sol-iletsk,51.1631,54.9918,-19.1,100,66,1.32,RU,2023-02-05
386,lubango,-14.9172,13.4925,15.1,88,98,1.16,AO,2023-02-05
387,simbahan,6.3032,120.5836,26.78,78,36,2.17,PH,2023-02-05
388,inhambane,-23.865,35.3833,22.86,89,9,2.86,MZ,2023-02-05
389,san pedro,14.35,121.0167,26.29,82,75,0.51,PH,2023-02-05
390,rantepao,-2.9701,119.8978,22.22,79,96,0.93,ID,2023-02-05
391,vardo,70.3705,31.1107,-7.01,93,75,10.29,NO,2023-02-05
392,rodino,52.5,80.25,-7.76,96,100,3.18,RU,2023-02-05
393,mamontovo,52.7055,81.6244,-9.94,95,100,3.9,RU,2023-02-05
394,kaihua,23.3687,104.28,13.11,92,71,3.29,CN,2023-02-05
395,chokwe,-24.5333,32.9833,21.53,92,0,2.74,MZ,2023-02-05
396,shache,38.4167,77.2406,-4.49,81,100,2.25,CN,2023-02-05
397,maragogi,-9.0122,-35.2225,26.05,82,16,3.13,BR,2023-02-05
398,bowral,-34.4667,150.4167,23.88,44,5,1.94,AU,2023-02-05
399,san luis,-33.295,-66.3356,25.45,32,3,4.26,AR,2023-02-05
400,kaeo,-35.1,173.7833,21.85,90,88,2.42,NZ,2023-02-05
401,troitskoye,52.9821,84.6757,-14.8,98,100,2.04,RU,2023-02-05
402,athabasca,54.7169,-113.2854,1.23,90,99,2.44,CA,2023-02-05
403,olafsvik,64.8945,-23.7142,1.96,75,100,19.8,IS,2023-02-05
404,portland,45.5234,-122.6762,10.55,91,100,6.69,US,2023-02-05
405,saint-augustin,51.226,-58.6502,-16.17,94,100,0.57,CA,2023-02-05
406,nevelsk,46.6733,141.8633,-6.64,66,100,5.28,RU,2023-02-05
407,sibu,2.3,111.8167,23.17,100,40,1.54,MY,2023-02-05
408,nsawam,5.8089,-0.3503,26.85,80,100,3.42,GH,2023-02-05
409,sisimiut,66.9395,-53.6735,-18.93,94,100,2.68,GL,2023-02-05
410,tete,-16.1564,33.5867,27.05,74,75,2.06,MZ,2023-02-05
411,khorixas,-20.3667,14.9667,19.68,53,100,1.72,NA,2023-02-05
412,disna,55.568,28.1971,-9.58,96,100,2.58,BY,2023-02-05
413,mirnyy,62.5353,113.9611,-45.28,100,63,0.87,RU,2023-02-05
414,lang son,21.8333,106.7333,17.78,98,100,1.0,VN,2023-02-05
415,kloulklubed,7.0419,134.2556,26.28,79,100,9.54,PW,2023-02-05
416,gigmoto,13.7796,124.39,26.13,86,42,4.82,PH,2023-02-05
417,morondava,-20.2833,44.2833,24.51,88,82,3.18,MG,2023-02-05
418,valparaiso,-33.0393,-71.6273,24.13,60,0,3.6,CL,2023-02-05
419,zhigansk,66.7697,123.3711,-42.62,97,99,0.22,RU,2023-02-05
420,preobrazheniye,42.9019,133.9064,-4.55,63,10,1.88,RU,2023-02-05
421,half moon bay,37.4636,-122.4286,12.84,77,40,7.72,US,2023-02-05
422,winslow,35.0242,-110.6974,18.1,14,0,9.26,US,2023-02-05
423,karratha,-20.7377,116.8463,32.7,48,3,0.95,AU,2023-02-05
424,cap malheureux,-19.9842,57.6142,25.82,80,79,1.34,MU,2023-02-05
425,bundaberg,-24.85,152.35,29.56,81,68,1.34,AU,2023-02-05
426,gravelbourg,49.8834,-106.5512,3.15,80,81,5.02,CA,2023-02-05
427,tsogni,-2.7942,10.0988,25.2,82,69,1.43,GA,2023-02-05
428,comrie,56.3791,-3.9949,5.16,94,100,2.1,GB,2023-02-05
429,tamandare,-8.7597,-35.1047,26.04,83,19,2.88,BR,2023-02-05
430,synya,65.3718,58.0387,-17.02,98,99,1.87,RU,2023-02-05
431,saint-joseph,-21.3667,55.6167,25.21,83,100,4.56,RE,2023-02-05
432,kalabo,-14.97,22.6814,19.67,90,95,2.47,ZM,2023-02-05
433,dori,14.0354,-0.0345,26.42,13,90,4.05,BF,2023-02-05
434,ternate,0.8,127.4,25.41,85,100,3.36,ID,2023-02-05
435,kanniyakumari,8.0833,77.5667,23.78,73,76,6.57,IN,2023-02-05
436,hasaki,35.7333,140.8333,10.12,75,5,3.79,JP,2023-02-05
437,ambunti,-4.2365,142.8448,24.11,97,100,0.29,PG,2023-02-05
438,katobu,-4.9408,122.5276,26.46,84,99,2.26,ID,2023-02-05
439,tombouctou,20.0,-3.0,17.31,17,75,4.26,ML,2023-02-05
440,santa maria,-29.6842,-53.8069,23.61,69,20,1.54,BR,2023-02-05
441,rudbar,30.15,62.6,12.08,42,0,2.6,AF,2023-02-05
442,blagoyevo,63.3667,47.9167,-24.44,100,100,1.33,RU,2023-02-05
443,nanaimo,49.1663,-123.936,8.6,93,75,2.06,CA,2023-02-05
444,poum,-20.2333,164.0167,28.89,80,100,8.17,NC,2023-02-05
445,coahuayana,18.7333,-103.6833,27.55,54,1,2.0,MX,2023-02-05
446,amparafaravola,-17.5833,48.2167,18.55,96,100,2.03,MG,2023-02-05
447,tomatlan,19.9333,-105.25,28.21,46,1,2.5,MX,2023-02-05
448,bosobolo,4.1833,19.9,24.8,25,5,0.92,CD,2023-02-05
449,kyabe,9.4515,18.9449,26.21,15,100,2.92,TD,2023-02-05
450,biak,-0.9131,122.8766,26.34,71,98,2.83,ID,2023-02-05
451,imbituba,-28.24,-48.6703,22.41,81,27,1.78,BR,2023-02-05
452,caxito,-8.5785,13.6643,23.72,93,78,1.22,AO,2023-02-05
453,sabha,27.0377,14.4283,9.74,59,4,3.33,LY,2023-02-05
454,tezu,27.9167,96.1667,14.54,37,1,1.75,IN,2023-02-05
455,bonthe,7.5264,-12.505,24.67,85,97,2.49,SL,2023-02-05
456,birjand,32.8663,59.2211,-0.74,80,0,3.09,IR,2023-02-05
457,arica,-18.475,-70.3042,25.75,73,94,1.03,CL,2023-02-05
458,almeria,37.1667,-2.3333,6.09,76,0,0.9,ES,2023-02-05
459,narsaq,60.9167,-46.05,-12.31,62,100,7.88,GL,2023-02-05
460,lishan,31.8576,113.2951,6.87,79,33,1.07,CN,2023-02-05
461,senneterre,48.3835,-77.2328,-12.56,94,100,2.9,CA,2023-02-05
462,soe,-9.8607,124.284,20.1,90,85,1.02,ID,2023-02-05
463,dzhalil,55.0239,52.7358,-11.06,95,100,1.47,RU,2023-02-05
464,aykhal,66.0,111.5,-34.48,100,96,1.19,RU,2023-02-05
465,businga,3.3333,20.8833,22.1,36,0,0.78,CD,2023-02-05
466,severiano melo,-5.7772,-37.9578,25.81,78,81,4.54,BR,2023-02-05
467,vilhena,-12.7406,-60.1458,24.12,88,0,2.06,BR,2023-02-05
468,godean,-7.7697,110.2939,24.79,85,99,0.58,ID,2023-02-05
469,alyangula,-13.8483,136.4192,29.17,55,42,1.5,AU,2023-02-05
470,pachino,36.7186,15.0907,6.17,52,1,5.53,IT,2023-02-05
471,panzhihua,26.5851,101.7128,7.04,56,0,0.96,CN,2023-02-05
472,qaqortoq,60.7167,-46.0333,-10.56,64,99,10.96,GL,2023-02-05
473,havelock,34.8791,-76.9013,17.99,75,100,3.09,US,2023-02-05
474,baghmara,23.795,86.2085,14.64,42,0,1.84,IN,2023-02-05
475,manzanillo,20.3433,-77.1167,24.49,74,2,3.3,CU,2023-02-05
476,nemuro,43.3236,145.575,-3.66,76,80,2.19,JP,2023-02-05
477,coihaique,-45.5752,-72.0662,17.97,45,20,2.57,CL,2023-02-05
478,manzhouli,49.6,117.4333,-23.77,99,78,3.12,CN,2023-02-05
479,brattvag,62.6002,6.4434,6.81,76,100,6.17,NO,2023-02-05
480,pakokku,21.3333,95.1,18.1,46,31,1.27,MM,2023-02-05
481,estremoz,38.8443,-7.5859,5.24,68,5,1.67,PT,2023-02-05
482,mananjary,-21.2167,48.3333,22.56,94,100,2.19,MG,2023-02-05
483,ferme-neuve,46.7001,-75.4493,-3.47,98,100,0.58,CA,2023-02-05
484,bud,39.447,-86.1758,8.99,84,66,3.7,US,2023-02-05
485,natal,-5.795,-35.2094,27.36,78,40,4.12,BR,2023-02-05
486,orcopampa,-15.2661,-72.3417,8.11,95,74,2.62,PE,2023-02-05
487,san fernando,15.0286,120.6898,26.85,74,83,2.79,PH,2023-02-05
488,tiznit,29.5833,-9.5,10.21,44,17,0.93,MA,2023-02-05
489,zabol,32.25,67.25,1.0,92,31,1.68,AF,2023-02-05
490,klaksvik,62.2266,-6.589,9.51,92,100,14.8,FO,2023-02-05
491,makasar,-5.14,119.4221,25.03,78,40,1.03,ID,2023-02-05
492,mariinsk,56.2139,87.7472,-25.92,100,91,1.18,RU,2023-02-05
493,gizo,-8.103,156.8419,25.67,91,100,6.73,SB,2023-02-05
494,limon,10.0,-83.0333,26.94,74,40,1.03,CR,2023-02-05
495,matara,5.9485,80.5353,23.96,93,100,1.97,LK,2023-02-05
496,belgrade,44.804,20.4651,-4.19,82,0,4.12,RS,2023-02-05
497,versalles,48.8,2.1333,3.89,87,75,4.63,FR,2023-02-05
498,nouadhibou,20.931,-17.0347,16.99,51,99,8.75,MR,2023-02-05
499,leshukonskoye,64.8989,45.7622,-21.18,100,94,2.23,RU,2023-02-05
500,mpongwe,-13.5091,28.155,16.78,98,100,1.99,ZM,2023-02-05
501,palasa,18.7667,84.4167,18.1,66,20,1.94,IN,2023-02-05
502,charters towers,-20.1,146.2667,29.06,67,74,5.81,AU,2023-02-05
503,mount gambier,-37.8333,140.7667,18.39,57,38,2.67,AU,2023-02-05
504,zirandaro,18.45,-100.9833,34.44,19,0,0.82,MX,2023-02-05
505,berbera,10.4396,45.0143,23.11,69,100,2.25,SO,2023-02-05
506,ladario,-19.0047,-57.6017,25.53,64,50,0.09,BR,2023-02-05
507,honiara,-9.4333,159.95,25.15,94,100,4.02,SB,2023-02-05
508,iquique,-20.2208,-70.1431,25.02,80,76,1.61,CL,2023-02-05
509,liyang,29.7057,118.2862,9.99,97,100,0.46,CN,2023-02-05
510,jashpurnagar,22.9,84.15,12.25,41,0,2.05,IN,2023-02-05
511,pryazha,61.6926,33.6216,-6.43,95,99,2.99,RU,2023-02-05
512,ler,8.3018,30.1418,25.28,19,12,2.29,SS,2023-02-05
513,tuatapere,-46.1333,167.6833,15.27,86,92,4.42,NZ,2023-02-05
514,grimmen,54.1121,13.0405,1.1,82,96,3.22,DE,2023-02-05
515,providencia,28.7167,-111.5833,29.67,21,1,3.88,MX,2023-02-05
516,caravelas,-17.7125,-39.2481,25.8,82,0,4.79,BR,2023-02-05
517,morro bay,35.3658,-120.8499,15.22,77,1,5.81,US,2023-02-05
518,puri,19.8,85.85,17.29,68,22,2.3,IN,2023-02-05
519,cotonou,6.3654,2.4183,27.12,87,100,5.54,BJ,2023-02-05
520,praya,14.9215,-23.5087,20.3,68,40,10.8,CV,2023-02-05
521,zyryanka,65.75,150.85,-34.69,100,100,1.01,RU,2023-02-05
522,erzin,36.9559,36.2,5.87,90,98,3.78,TR,2023-02-05
523,eenhana,-17.4667,16.3333,20.93,73,100,1.26,NA,2023-02-05
524,corner brook,48.9667,-57.9484,-6.91,89,100,3.33,CA,2023-02-05
525,cameta,-2.2444,-49.4958,24.1,91,42,2.23,BR,2023-02-05
526,yenagoa,4.9247,6.2642,25.89,86,100,2.86,NG,2023-02-05
527,irbil,36.1926,44.0106,8.84,67,100,8.3,IQ,2023-02-05
528,omboue,-1.5746,9.2618,25.5,85,79,1.79,GA,2023-02-05
529,nantucket,41.2835,-70.0995,6.75,86,100,10.53,US,2023-02-05
530,mahajanga,-15.7167,46.3167,26.01,94,40,2.57,MG,2023-02-05
531,antalaha,-14.9003,50.2788,23.2,92,98,2.05,MG,2023-02-05
532,saint-pierre,-21.3393,55.4781,25.82,73,0,2.57,RE,2023-02-06
533,shirgaon,19.7,72.7,21.82,45,13,2.37,IN,2023-02-06
534,kapit,2.0167,112.9333,23.97,97,100,0.08,MY,2023-02-06
535,shubarshi,48.5872,57.1869,-14.63,93,16,2.2,KZ,2023-02-06
536,litovko,49.2361,135.1742,-25.63,97,48,0.89,RU,2023-02-06
537,verkhnevilyuysk,63.4453,120.3167,-48.1,100,68,1.29,RU,2023-02-06
538,talcahuano,-36.7167,-73.1167,14.82,82,33,4.63,CL,2023-02-05
539,asau,46.4333,26.4,-4.29,93,100,4.01,RO,2023-02-05
540,lakhdenpokhya,61.5198,30.1992,-6.93,99,99,1.43,RU,2023-02-06
541,eureka,40.8021,-124.1637,9.96,90,99,1.34,US,2023-02-06
542,haimen,23.1935,116.6142,14.94,93,100,3.92,CN,2023-02-06
543,xichang,27.8964,102.2634,4.52,68,0,0.68,CN,2023-02-06
544,shimoda,34.6667,138.95,8.95,46,24,4.0,JP,2023-02-06
545,bandarbeyla,9.4942,50.8122,23.51,74,81,6.2,SO,2023-02-05
546,stephenville,32.2207,-98.2023,22.44,34,0,2.06,US,2023-02-06
547,mehamn,71.0357,27.8492,-1.05,76,98,12.07,NO,2023-02-06
548,neyshabur,36.2133,58.7958,3.5,33,3,0.2,IR,2023-02-06
549,cayenne,4.9333,-52.3333,22.02,100,100,0.51,GF,2023-02-06
550,les cayes,18.2,-73.75,23.62,81,4,2.88,HT,2023-02-06
551,grand gaube,-20.0064,57.6608,26.32,80,74,2.24,MU,2023-02-06
552,lockhart,28.6194,-81.4426,21.16,86,90,0.89,US,2023-02-06
553,nagapattinam,10.7667,79.8333,22.75,82,88,4.19,IN,2023-02-06
554,parrita,9.5201,-84.3225,25.67,75,34,0.9,CR,2023-02-06
555,maryborough,-25.5333,152.7,28.86,64,90,5.24,AU,2023-02-06
556,albuquerque,35.0845,-106.6511,18.7,15,0,4.12,US,2023-02-06
557,jaragua do sul,-26.4861,-49.0667,26.05,93,77,0.07,BR,2023-02-06
558,sao jose da coroa grande,-8.8978,-35.1478,26.14,82,17,3.19,BR,2023-02-06
559,camana,-16.6228,-72.7111,24.85,79,81,1.73,PE,2023-02-06
560,adrar,20.5022,-10.0711,14.64,28,63,4.57,MR,2023-02-06
561,logansport,40.7545,-86.3567,5.97,79,40,5.14,US,2023-02-06
562,whithorn,18.2604,-78.0378,25.59,88,24,1.9,JM,2023-02-06
563,mazamari,-11.3258,-74.5308,21.34,98,87,0.61,PE,2023-02-06
564,almaznyy,48.0448,40.045,-3.62,95,100,4.83,RU,2023-02-06
565,krasnogvardeyskoye,45.8456,41.5186,-0.71,75,100,5.43,RU,2023-02-06
566,the valley,18.217,-63.0578,25.92,73,20,6.69,AI,2023-02-06
567,vila franca do campo,37.7167,-25.4333,15.23,81,69,3.7,PT,2023-02-06
568,alofi,-19.0595,-169.9187,22.94,94,91,8.75,NU,2023-02-06
569,chiusi,43.016,11.9475,1.01,64,17,5.82,IT,2023-02-06
570,shingu,33.7333,135.9833,8.48,50,73,1.75,JP,2023-02-06
571,jiuquan,39.7432,98.5174,-3.91,44,50,1.67,CN,2023-02-06
572,vallauris,43.5833,7.05,10.9,68,100,16.98,FR,2023-02-05
573,baghdad,33.3406,44.4009,10.95,66,0,3.6,IQ,2023-02-06
574,duncan,34.5023,-97.9578,16.7,50,5,3.54,US,2023-02-06
575,erenhot,43.6475,111.9767,-9.73,53,9,1.8,CN,2023-02-06
576,port pirie,-33.1833,138.0167,26.72,31,26,0.88,AU,2023-02-06
577,auki,-8.7676,160.7034,24.48,94,100,4.06,SB,2023-02-06
578,gweta,-20.1833,25.2333,23.69,67,68,2.86,BW,2023-02-06
579,otaru,43.1894,141.0022,0.23,65,99,8.09,JP,2023-02-06
580,dumas,35.8656,-101.9732,18.08,13,0,3.09,US,2023-02-06
581,scarborough,54.2797,-0.4044,3.52,81,92,1.34,GB,2023-02-06
582,kargasok,59.0556,80.8572,-20.36,100,99,1.08,RU,2023-02-06
583,baikunthpur,23.25,82.55,12.56,42,0,0.58,IN,2023-02-06
